Flight Code,Airline Name,Departure Time,Arrival Time,Duration,Stops,Price,Departure City,Arrival City,Travel Class,Date of Travel
"VJ-519, VJ-720",VietJet Air,20:05,11:40,15h 35m,1,1634479,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VJ-521, VJ-720",VietJet Air,20:50,11:40,14h 50m,1,1857136,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VJ-501, VJ-720",VietJet Air,20:35,11:40,15h 5m,1,1857136,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VJ-519, VJ-722",VietJet Air,20:05,18:30,22h 25m,1,1885594,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VJ-519, VN-1670","VietJet Air, Vietnam Airlines",20:05,10:45,14h 40m,1,1904911,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VU-639, VJ-720","Vietravel Airlines, VietJet Air",16:50,11:40,18h 50m,1,2020108,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"QH-147, VJ-720","Bamboo Airways, VietJet Air",16:15,11:40,19h 25m,1,2046252,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VU-635, VJ-720","Vietravel Airlines, VietJet Air",06:25,12:10,5h 45m,1,2131445,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VJ-503, VJ-720",VietJet Air,05:55,12:10,6h 15m,1,2313690,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VN-157, VJ-720","Vietnam Airlines, VietJet Air",06:00,12:10,6h 10m,1,2783406,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
"VJ-503, VN-1670","VietJet Air, Vietnam Airlines",05:55,10:45,4h 50m,1,4015488,Hà Nội,Hải Phòng,Phổ thông,15/11/2025
N/A,Bamboo Airways,16:15,17:40,1h 25m,0,1112684,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-519,VietJet Air,20:05,21:25,1h 20m,0,700911,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-501,VietJet Air,20:35,21:55,1h 20m,0,923568,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-521,VietJet Air,20:50,22:10,1h 20m,0,923568,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VU-639,Vietravel Airlines,16:50,18:10,1h 20m,0,1086540,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-517,VietJet Air,19:05,20:25,1h 20m,0,1174683,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VU-635,Vietravel Airlines,06:25,07:45,1h 20m,0,1224845,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
N/A,Vietnam Airlines,14:00,15:20,1h 20m,0,1257301,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-513,VietJet Air,13:35,14:55,1h 20m,0,1264537,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-511,VietJet Air,14:20,15:40,1h 20m,0,1264537,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-515,VietJet Air,16:25,17:45,1h 20m,0,1271915,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-503,VietJet Air,05:55,07:10,1h 15m,0,1407090,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-169,Vietnam Airlines,11:45,13:05,1h 20m,0,1424804,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-173,Vietnam Airlines,15:05,16:25,1h 20m,0,1616098,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VJ-507,VietJet Air,10:30,11:50,1h 20m,0,1692461,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-165,Vietnam Airlines,10:10,11:30,1h 20m,0,1782556,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-167,Vietnam Airlines,11:55,13:15,1h 20m,0,1783708,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-157,Vietnam Airlines,06:00,07:20,1h 20m,0,1876806,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-7197,Vietnam Airlines,20:20,21:40,1h 20m,0,1950058,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-6081,Vietnam Airlines,08:15,09:40,1h 25m,0,1993485,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-163,Vietnam Airlines,08:20,09:40,1h 20m,0,2050330,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
VN-6071,Vietnam Airlines,18:20,19:45,1h 25m,0,2583879,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"QH-299, QH-150",Bamboo Airways,23:05,07:40,8h 35m,1,2460048,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-123, VJ-634",VietJet Air,22:10,13:00,14h 50m,1,2526426,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-131, VJ-634",VietJet Air,17:45,13:00,19h 15m,1,2526426,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"QH-299, QH-154",Bamboo Airways,23:05,10:15,11h 10m,1,2550696,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"QH-283, QH-150",Bamboo Airways,22:35,07:40,9h 5m,1,2569262,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-155, VJ-626",VietJet Air,20:05,10:45,14h 40m,1,3007572,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-173, VJ-626",VietJet Air,19:05,10:45,15h 40m,1,3007572,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-163, VJ-626",VietJet Air,17:20,10:45,17h 25m,1,3007572,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-191, VJ-636",VietJet Air,15:55,00:20,8h 25m,1,3011363,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-145, VJ-636",VietJet Air,15:35,00:20,8h 45m,1,3011363,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-199, VJ-636",VietJet Air,15:35,00:20,8h 45m,1,3011363,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-165, VJ-636",VietJet Air,18:30,00:20,5h 50m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-193, VJ-636",VietJet Air,18:10,00:20,6h 10m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-131, VJ-636",VietJet Air,17:45,00:20,6h 35m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-163, VJ-636",VietJet Air,17:20,00:20,7h 0m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-147, VJ-636",VietJet Air,17:10,00:20,7h 10m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-159, VJ-620",VietJet Air,23:40,07:50,8h 10m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-171, VJ-620",VietJet Air,23:25,07:50,8h 25m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-159, VJ-622",VietJet Air,23:40,08:40,9h 0m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-171, VJ-622",VietJet Air,23:25,08:40,9h 15m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-123, VJ-620",VietJet Air,22:10,07:50,9h 40m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-161, VJ-620",VietJet Air,21:50,07:50,10h 0m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-123, VJ-622",VietJet Air,22:10,08:40,10h 30m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-189, VJ-620",VietJet Air,21:00,07:50,10h 50m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-161, VJ-622",VietJet Air,21:50,08:40,10h 50m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-189, VJ-622",VietJet Air,21:00,08:40,11h 40m,1,3102838,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-151, VJ-636",VietJet Air,14:00,00:20,10h 20m,1,3150198,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-143, VJ-636",VietJet Air,13:40,00:20,10h 40m,1,3150198,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-121, VJ-628",VietJet Air,08:40,11:05,26h 25m,1,3195979,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-147, VJ-640",VietJet Air,17:10,22:45,5h 35m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-171, VJ-626",VietJet Air,23:25,10:45,11h 20m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-155, VJ-620",VietJet Air,20:05,07:50,11h 45m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-155, VJ-622",VietJet Air,20:05,08:40,12h 35m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-173, VJ-620",VietJet Air,19:05,07:50,12h 45m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-173, VJ-622",VietJet Air,19:05,08:40,13h 35m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-189, VJ-626",VietJet Air,21:00,10:45,13h 45m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-163, VJ-620",VietJet Air,17:20,07:50,14h 30m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-163, VJ-622",VietJet Air,17:20,08:40,15h 20m,1,3205409,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-159, VJ-628",VietJet Air,23:40,11:05,11h 25m,1,3212717,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-171, VJ-628",VietJet Air,23:25,11:05,11h 40m,1,3212717,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-145, VJ-640",VietJet Air,15:35,22:45,7h 10m,1,3223541,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-175, VJ-640",VietJet Air,15:25,22:45,7h 20m,1,3223541,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-179, VJ-634",VietJet Air,05:00,13:00,8h 0m,1,3315287,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-249, VN-148",Vietnam Airlines,15:40,22:40,31h 0m,1,3742264,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-245, VN-148",Vietnam Airlines,08:00,22:40,38h 40m,1,3910864,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-207, VN-148",Vietnam Airlines,07:00,22:40,39h 40m,1,3944062,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-217, VN-148",Vietnam Airlines,17:00,22:40,29h 40m,1,4175830,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-209, VN-148",Vietnam Airlines,09:00,22:40,37h 40m,1,4175830,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VJ-463, VJ-704",VietJet Air,10:50,16:30,5h 40m,1,4311768,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-211, VN-148",Vietnam Airlines,12:00,22:40,34h 40m,1,4369081,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-136",Vietnam Airlines,05:55,17:30,11h 35m,1,4821817,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-140",Vietnam Airlines,05:55,18:05,12h 10m,1,4821817,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-142",Vietnam Airlines,05:55,20:15,14h 20m,1,4821817,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-148",Vietnam Airlines,05:55,22:15,16h 20m,1,4821817,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-7122",Vietnam Airlines,05:55,23:40,17h 45m,1,4821817,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-7126",Vietnam Airlines,05:55,00:40,18h 45m,1,4821817,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-106",Vietnam Airlines,05:55,07:25,25h 30m,1,4838417,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-215, VN-148",Vietnam Airlines,15:00,22:40,31h 40m,1,4861469,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-118",Vietnam Airlines,05:55,10:25,4h 30m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-122",Vietnam Airlines,05:55,11:25,5h 30m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-227, VN-126",Vietnam Airlines,05:55,12:20,6h 25m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-136",Vietnam Airlines,06:00,17:30,11h 30m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-140",Vietnam Airlines,06:00,18:05,12h 5m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-136",Vietnam Airlines,05:00,17:30,12h 30m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-140",Vietnam Airlines,05:00,18:05,13h 5m,1,5116128,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-142",Vietnam Airlines,06:00,20:15,14h 15m,1,5137095,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-142",Vietnam Airlines,05:00,20:15,15h 15m,1,5137095,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-148",Vietnam Airlines,06:00,22:15,16h 15m,1,5137095,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-148",Vietnam Airlines,05:00,22:15,17h 15m,1,5137095,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-7122",Vietnam Airlines,06:00,23:40,17h 40m,1,5137095,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-7122",Vietnam Airlines,05:00,23:40,18h 40m,1,5137095,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-6025, VN-106",Vietnam Airlines,23:00,07:25,8h 25m,1,5312881,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-6025, VN-112",Vietnam Airlines,23:00,09:20,10h 20m,1,5312881,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-221, VN-106",Vietnam Airlines,21:00,07:25,10h 25m,1,5312881,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-265, VN-106",Vietnam Airlines,20:30,07:25,10h 55m,1,5312881,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-221, VN-110",Vietnam Airlines,21:00,08:20,11h 20m,1,5312881,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-6025, VN-118",Vietnam Airlines,23:00,10:25,11h 25m,1,5312881,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-118",Vietnam Airlines,05:00,10:25,5h 25m,1,5410710,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-122",Vietnam Airlines,06:00,11:25,5h 25m,1,5410710,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-243, VN-126",Vietnam Airlines,06:00,12:20,6h 20m,1,5432220,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-122",Vietnam Airlines,05:00,11:25,6h 25m,1,5432220,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-205, VN-126",Vietnam Airlines,05:00,12:20,7h 20m,1,5432220,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-231, VN-7122",Vietnam Airlines,18:30,23:40,5h 10m,1,5554450,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-7205, VN-148",Vietnam Airlines,16:35,22:15,5h 40m,1,5554450,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-263, VN-7126",Vietnam Airlines,20:00,00:40,4h 40m,1,6003429,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-1207, VN-1440",Vietnam Airlines,16:35,17:30,24h 55m,1,6509522,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-219, VN-7122",Vietnam Airlines,19:00,23:40,4h 40m,1,6614361,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-211, VN-134",Vietnam Airlines,12:00,16:35,4h 35m,1,7759177,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-1603, VN-1910",Vietnam Airlines,07:15,15:55,8h 40m,1,7842251,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-1559, VN-1940",Vietnam Airlines,13:45,20:25,6h 40m,1,7993642,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
"VN-1553, VN-1940",Vietnam Airlines,08:00,20:25,12h 25m,1,9190283,Hà Nội,Đà Nẵng,Phổ thông,15/11/2025
QH-147,Bamboo Airways,16:15,17:40,1h 25m,0,4151250,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-6081,Vietnam Airlines,08:15,09:40,1h 25m,0,3173137,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-6071,Vietnam Airlines,18:20,19:45,1h 25m,0,3260519,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-157,Vietnam Airlines,06:00,07:20,1h 20m,0,3634398,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-165,Vietnam Airlines,10:10,11:30,1h 20m,0,3634398,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-169,Vietnam Airlines,11:45,13:05,1h 20m,0,3634398,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-195,Vietnam Airlines,19:05,20:25,1h 20m,0,3634398,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-167,Vietnam Airlines,11:55,13:15,1h 20m,0,4405888,Hà Nội,Đà Nẵng,Thương gia,15/11/2025
VN-7527,Vietnam Airlines,16:00,17:15,1h 15m,0,2443471,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VJ-569,VietJet Air,19:15,20:30,1h 15m,0,1951218,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VJ-567,VietJet Air,10:10,11:20,1h 10m,0,2123810,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VN-1549,Vietnam Airlines,20:05,21:20,1h 15m,0,2545369,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VN-1541,Vietnam Airlines,06:00,07:15,1h 15m,0,2598398,Hà Nội,Phú Bài,Phổ thông,15/11/2025
N/A,Vietnam Airlines,16:30,17:45,1h 15m,0,2598398,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VN-1541,Vietnam Airlines,06:00,07:15,1h 15m,0,2651628,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VN-7527,Vietnam Airlines,16:00,17:15,1h 15m,0,2982466,Hà Nội,Phú Bài,Phổ thông,15/11/2025
VN-1545,Vietnam Airlines,16:30,17:45,1h 15m,0,3047581,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"QH-299, VJ-314","Bamboo Airways, VietJet Air",23:05,22:30,23h 25m,1,2080099,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"QH-283, VJ-314","Bamboo Airways, VietJet Air",22:35,22:30,23h 55m,1,2189708,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-787, VJ-302","Vietravel Airlines, VietJet Air",20:10,06:55,10h 45m,1,2197218,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-787, VJ-304","Vietravel Airlines, VietJet Air",20:10,09:15,13h 5m,1,2197218,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-787, VJ-308","Vietravel Airlines, VietJet Air",20:10,14:05,17h 55m,1,2197218,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-787, VJ-316","Vietravel Airlines, VietJet Air",20:10,20:35,24h 25m,1,2197218,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-787, VJ-312","Vietravel Airlines, VietJet Air",20:10,21:40,25h 30m,1,2197218,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-125, VJ-314",VietJet Air,08:40,22:30,13h 50m,1,2411289,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-775, VJ-316","Vietravel Airlines, VietJet Air",10:05,20:35,10h 30m,1,2471838,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-775, VJ-312","Vietravel Airlines, VietJet Air",10:05,21:40,11h 35m,1,2471838,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VU-751, VJ-316","Vietravel Airlines, VietJet Air",08:50,20:35,11h 45m,1,2471838,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-181, VJ-308",VietJet Air,06:40,14:05,7h 25m,1,2486283,Hà Nội,Phú Bài,Phổ thông,15/11/2025
N/A,VietJet Air,14:00,20:35,6h 35m,1,2513251,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-151, VJ-312",VietJet Air,14:00,21:40,7h 40m,1,2513251,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-137, VJ-308",VietJet Air,11:40,14:05,26h 25m,1,2513251,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-129, VJ-308",VietJet Air,11:25,14:05,26h 40m,1,2513251,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-135, VJ-308",VietJet Air,11:10,14:05,26h 55m,1,2513251,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-129, VJ-312",VietJet Air,11:25,21:40,34h 15m,1,2513251,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-123, VJ-304",VietJet Air,22:10,09:15,11h 5m,1,2526426,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-123, VJ-308",VietJet Air,22:10,14:05,15h 55m,1,2526426,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-131, VJ-308",VietJet Air,17:45,14:05,20h 20m,1,2526426,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-191, VJ-308",VietJet Air,15:55,14:05,22h 10m,1,2526426,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-123, VJ-312",VietJet Air,22:10,21:40,23h 30m,1,2526426,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-191, VJ-312",VietJet Air,15:55,21:40,29h 45m,1,2526426,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-125, VJ-316",VietJet Air,08:40,20:35,11h 55m,1,2619190,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-125, VJ-312",VietJet Air,08:40,21:40,13h 0m,1,2619190,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-199, VJ-304",VietJet Air,15:35,09:15,17h 40m,1,2624184,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-199, VJ-308",VietJet Air,15:35,14:05,22h 30m,1,2624184,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-143, VJ-316",VietJet Air,13:40,20:35,6h 55m,1,2626029,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-143, VJ-308",VietJet Air,13:40,14:05,24h 25m,1,2626029,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-143, VJ-312",VietJet Air,13:40,21:40,32h 0m,1,2626029,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-145, VJ-314",VietJet Air,15:35,22:30,6h 55m,1,2645277,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-199, VJ-314",VietJet Air,15:35,22:30,6h 55m,1,2645277,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-175, VJ-314",VietJet Air,15:25,22:30,7h 5m,1,2645277,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"QH-251, VJ-316","Bamboo Airways, VietJet Air",13:15,20:35,7h 20m,1,2709643,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-159, VJ-302",VietJet Air,23:40,06:55,7h 15m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-161, VJ-302",VietJet Air,21:50,06:55,9h 5m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-159, VJ-304",VietJet Air,23:40,09:15,9h 35m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-161, VJ-304",VietJet Air,21:50,09:15,11h 25m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-159, VJ-308",VietJet Air,23:40,14:05,14h 25m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-159, VJ-316",VietJet Air,23:40,20:35,20h 55m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-159, VJ-312",VietJet Air,23:40,21:40,22h 0m,1,2712206,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-129, VJ-306",VietJet Air,11:25,12:25,25h 0m,1,2744868,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-123, VJ-306",VietJet Air,22:10,12:25,14h 15m,1,2758043,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-131, VJ-306",VietJet Air,17:45,12:25,18h 40m,1,2758043,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-191, VJ-306",VietJet Air,15:55,12:25,20h 30m,1,2758043,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-199, VJ-312",VietJet Air,15:35,21:40,6h 5m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-145, VJ-312",VietJet Air,15:35,21:40,6h 5m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-175, VJ-312",VietJet Air,15:25,21:40,6h 15m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-191, VJ-314",VietJet Air,15:55,22:30,6h 35m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-151, VJ-314",VietJet Air,14:00,22:30,8h 30m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-133, VJ-314",VietJet Air,11:40,22:30,10h 50m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-137, VJ-314",VietJet Air,11:40,22:30,10h 50m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-129, VJ-314",VietJet Air,11:25,22:30,11h 5m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-135, VJ-314",VietJet Air,11:10,22:30,11h 20m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-149, VJ-314",VietJet Air,10:05,22:30,12h 25m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-127, VJ-314",VietJet Air,08:55,22:30,13h 35m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-181, VJ-314",VietJet Air,06:40,22:30,15h 50m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-179, VJ-314",VietJet Air,05:00,22:30,17h 30m,1,2845800,Hà Nội,Phú Bài,Phổ thông,15/11/2025
"VJ-199, VJ-306",VietJet Air,15:35,12:25,20h 50m,1,2855801,Hà Nội,Phú Bài,Phổ thông,15/11/2025
