Flight Code, Airline Name                           , Departure Time, Arrival Time, Duration, Stops, Price   , Departure City, Arrival City, Travel Class, Date of Travel
VJ-521     , VietJet Air                            , 20:50         , 11:40       , 14h 50m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-501     , VietJet Air                            , 20:35         , 11:40       , 15h 5m  ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-517     , VietJet Air                            , 19:05         , 11:40       , 16h 35m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-521     , VietJet Air                            , 20:50         , 18:30       , 21h 40m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-501     , VietJet Air                            , 20:35         , 18:30       , 21h 55m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-517     , VietJet Air                            , 19:05         , 18:30       , 23h 25m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-503     , VietJet Air                            , 05:55         , 11:40       , 5h 45m  ,     1,  2504578, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VU-635     , "Vietravel Airlines, VietJet Air"      , 06:25         , 11:40       , 5h 15m  ,     1,  2505480, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VU-639     , "Vietravel Airlines, VietJet Air"      , 16:50         , 11:40       , 18h 50m ,     1,  2630615, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VJ-503     , "VietJet Air, Vietnam Airlines"        , 05:55         , 10:45       , 4h 50m  ,     1,  3021799, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VN-157     , "Vietnam Airlines, VietJet Air"        , 06:00         , 11:40       , 5h 40m  ,     1,  3087201, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
VN-157     , Vietnam Airlines                       , 06:00         , 10:45       , 4h 45m  ,     1,  3604422, Hà Nội        , Hải Phòng   , Phổ thông   , 13/11/2025
N/A        , VietJet Air                            , 19:05         , 11:40       , 16h 35m ,     1,  2248895, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-517     , VietJet Air                            , 19:05         , 18:30       , 23h 25m ,     1,  2248895, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-521     , VietJet Air                            , 20:50         , 11:40       , 14h 50m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-501     , VietJet Air                            , 20:35         , 11:40       , 15h 5m  ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-521     , VietJet Air                            , 20:50         , 18:30       , 21h 40m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-501     , VietJet Air                            , 20:35         , 18:30       , 21h 55m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-515     , VietJet Air                            , 16:25         , 11:40       , 19h 15m ,     1,  2497295, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-503     , VietJet Air                            , 05:55         , 11:40       , 5h 45m  ,     1,  2504578, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VU-635     , "Vietravel Airlines, VietJet Air"      , 06:25         , 11:40       , 5h 15m  ,     1,  2505480, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-503     , "VietJet Air, Vietnam Airlines"        , 05:55         , 10:45       , 4h 50m  ,     1,  3021799, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VN-157     , "Vietnam Airlines, VietJet Air"        , 06:00         , 11:40       , 5h 40m  ,     1,  3087201, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VN-157     , Vietnam Airlines                       , 06:00         , 10:45       , 4h 45m  ,     1,  3604422, Hà Nội        , Hải Phòng   , Phổ thông   , 14/11/2025
VJ-517     , VietJet Air                            , 19:05         , 11:40       , 16h 35m ,     1,  2248895, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-517     , VietJet Air                            , 19:05         , 18:30       , 23h 25m ,     1,  2248895, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-521     , VietJet Air                            , 20:50         , 11:40       , 14h 50m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-501     , VietJet Air                            , 20:35         , 11:40       , 15h 5m  ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-521     , VietJet Air                            , 20:50         , 18:30       , 21h 40m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-501     , VietJet Air                            , 20:35         , 18:30       , 21h 55m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-515     , VietJet Air                            , 16:25         , 11:40       , 19h 15m ,     1,  2497295, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-503     , VietJet Air                            , 05:55         , 11:40       , 5h 45m  ,     1,  2504578, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VU-635     , "Vietravel Airlines, VietJet Air"      , 06:25         , 11:40       , 5h 15m  ,     1,  2505480, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-503     , "VietJet Air, Vietnam Airlines"        , 05:55         , 10:45       , 4h 50m  ,     1,  3021799, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VN-157     , "Vietnam Airlines, VietJet Air"        , 06:00         , 11:40       , 5h 40m  ,     1,  3087201, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VN-157     , Vietnam Airlines                       , 06:00         , 10:45       , 4h 45m  ,     1,  3604422, Hà Nội        , Hải Phòng   , Phổ thông   , 15/11/2025
VJ-517     , VietJet Air                            , 19:05         , 11:40       , 16h 35m ,     1,  2248895, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-517     , VietJet Air                            , 19:05         , 18:30       , 23h 25m ,     1,  2248895, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-521     , VietJet Air                            , 20:50         , 11:40       , 14h 50m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-501     , VietJet Air                            , 20:35         , 11:40       , 15h 5m  ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-521     , VietJet Air                            , 20:50         , 18:30       , 21h 40m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-501     , VietJet Air                            , 20:35         , 18:30       , 21h 55m ,     1,  2279678, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-515     , VietJet Air                            , 16:25         , 11:40       , 19h 15m ,     1,  2497295, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-503     , VietJet Air                            , 05:55         , 11:40       , 5h 45m  ,     1,  2504578, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VU-635     , "Vietravel Airlines, VietJet Air"      , 06:25         , 11:40       , 5h 15m  ,     1,  2505480, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VJ-503     , "VietJet Air, Vietnam Airlines"        , 05:55         , 10:45       , 4h 50m  ,     1,  3021799, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VN-157     , "Vietnam Airlines, VietJet Air"        , 06:00         , 11:40       , 5h 40m  ,     1,  3087201, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
VN-157     , Vietnam Airlines                       , 06:00         , 10:45       , 4h 45m  ,     1,  3604422, Hà Nội        , Hải Phòng   , Phổ thông   , 16/11/2025
QH-299     , Bamboo Airways                         , 23:05         , 07:40       , 8h 35m  ,     1,  2548494, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-517     , VietJet Air                            , 19:05         , 20:25       , 1h 20m  ,     0,  1544600, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-501     , VietJet Air                            , 20:35         , 21:55       , 1h 20m  ,     0,  1575383, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-521     , VietJet Air                            , 20:50         , 22:10       , 1h 20m  ,     0,  1575383, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-515     , VietJet Air                            , 16:25         , 17:45       , 1h 20m  ,     0,  1793000, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-503     , VietJet Air                            , 05:55         , 07:10       , 1h 15m  ,     0,  1813978, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VU-635     , Vietravel Airlines                     , 06:25         , 07:45       , 1h 20m  ,     0,  1814880, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-513     , VietJet Air                            , 13:35         , 14:55       , 1h 20m  ,     0,  1832948, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-511     , VietJet Air                            , 14:20         , 15:40       , 1h 20m  ,     0,  1832948, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VU-639     , Vietravel Airlines                     , 16:50         , 18:10       , 1h 20m  ,     0,  1926320, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-519     , VietJet Air                            , 19:45         , 21:05       , 1h 20m  ,     0,  2134275, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-7193    , Vietnam Airlines                       , 21:05         , 22:20       , 1h 15m  ,     0,  2158839, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-157     , Vietnam Airlines                       , 06:00         , 07:20       , 1h 20m  ,     0,  2396601, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-507     , VietJet Air                            , 10:30         , 11:50       , 1h 20m  ,     0,  2464101, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-195     , Vietnam Airlines                       , 19:50         , 21:10       , 1h 20m  ,     0,  2622056, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
QH-103     , Bamboo Airways                         , 07:35         , 09:00       , 1h 25m  ,     0,  3788292, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , "VietJet Air, Vietravel Airlines"      , 01:00         , 10:20       , 9h 20m  ,     1,  2425308, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , "VietJet Air, Vietravel Airlines"      , 00:15         , 10:20       , 10h 5m  ,     1,  2425308, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 01:00         , 11:05       , 10h 5m  ,     1,  2451200, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
QH-299     , Bamboo Airways                         , 23:05         , 07:40       , 8h 35m  ,     1,  2548494, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , "VietJet Air, Bamboo Airways"          , 01:00         , 07:40       , 6h 40m  ,     1,  2667284, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , "VietJet Air, Bamboo Airways"          , 00:15         , 07:40       , 7h 25m  ,     1,  2667284, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 01:00         , 08:40       , 7h 40m  ,     1,  2796800, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-191     , VietJet Air                            , 15:55         , 22:05       , 6h 10m  ,     1,  2912889, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , "VietJet Air, Vietnam Airlines"        , 01:00         , 08:20       , 7h 20m  ,     1,  2969134, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , "VietJet Air, Vietnam Airlines"        , 01:00         , 07:25       , 6h 25m  ,     1,  2980647, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , "VietJet Air, Vietnam Airlines"        , 00:15         , 07:25       , 7h 10m  ,     1,  2980647, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-123     , VietJet Air                            , 22:10         , 13:00       , 14h 50m ,     1,  2988968, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-199     , VietJet Air                            , 15:55         , 22:05       , 6h 10m  ,     1,  3097102, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-191     , VietJet Air                            , 15:55         , 22:45       , 6h 50m  ,     1,  3144671, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VU-779     , "Vietravel Airlines, VietJet Air"      , 16:10         , 22:05       , 5h 55m  ,     1,  3156802, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
QH-283     , Bamboo Airways                         , 22:35         , 10:15       , 11h 40m ,     1,  3185482, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-187     , VietJet Air                            , 22:50         , 07:50       , 9h 0m   ,     1,  3193914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-123     , VietJet Air                            , 22:10         , 07:50       , 9h 40m  ,     1,  3193914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-187     , VietJet Air                            , 22:50         , 08:40       , 9h 50m  ,     1,  3193914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-123     , VietJet Air                            , 22:10         , 08:40       , 10h 30m ,     1,  3193914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-187     , VietJet Air                            , 22:50         , 09:40       , 10h 50m ,     1,  3193914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-123     , VietJet Air                            , 22:10         , 09:40       , 11h 30m ,     1,  3193914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-773     , VietJet Air                            , 08:55         , 20:00       , 11h 5m  ,     1,  3241201, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
9G-853     , "SUN PhuQuoc AIRWAYS, VietJet Air"     , 15:15         , 22:05       , 6h 50m  ,     1,  3298291, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 23:25         , 07:50       , 8h 25m  ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 23:25         , 08:40       , 9h 15m  ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , VietJet Air                            , 21:50         , 07:50       , 10h 0m  ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 23:25         , 09:40       , 10h 15m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , VietJet Air                            , 21:50         , 08:40       , 10h 50m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , VietJet Air                            , 21:50         , 09:40       , 11h 50m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-187     , VietJet Air                            , 22:50         , 10:45       , 11h 55m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-187     , VietJet Air                            , 22:50         , 11:05       , 12h 15m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-123     , VietJet Air                            , 22:10         , 10:45       , 12h 35m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-123     , VietJet Air                            , 22:10         , 11:05       , 12h 55m ,     1,  3332534, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-147     , VietJet Air                            , 17:10         , 22:45       , 5h 35m  ,     1,  3357933, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-193     , VietJet Air                            , 18:10         , 00:20       , 6h 10m  ,     1,  3357933, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-163     , VietJet Air                            , 17:20         , 00:20       , 7h 0m   ,     1,  3357933, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-147     , VietJet Air                            , 17:10         , 00:20       , 7h 10m  ,     1,  3357933, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-781     , VietJet Air                            , 13:00         , 20:00       , 7h 0m   ,     1,  3448996, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-155     , VietJet Air                            , 20:05         , 07:50       , 11h 45m ,     1,  3448996, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-155     , VietJet Air                            , 20:05         , 08:40       , 12h 35m ,     1,  3448996, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-173     , VietJet Air                            , 19:05         , 07:50       , 12h 45m ,     1,  3448996, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-173     , VietJet Air                            , 19:05         , 08:40       , 13h 35m ,     1,  3448996, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 23:25         , 10:45       , 11h 20m ,     1,  3478177, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 23:25         , 11:05       , 11h 40m ,     1,  3478177, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , VietJet Air                            , 21:50         , 10:45       , 12h 55m ,     1,  3478177, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-161     , VietJet Air                            , 21:50         , 11:05       , 13h 15m ,     1,  3478177, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-171     , VietJet Air                            , 23:25         , 13:00       , 13h 35m ,     1,  3624094, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-771     , VietJet Air                            , 07:35         , 20:00       , 12h 25m ,     1,  3751633, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-611     , Vietnam Airlines                       , 09:15         , 19:35       , 10h 20m ,     1,  5128169, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-247     , Vietnam Airlines                       , 10:00         , 22:15       , 12h 15m ,     1,  5257407, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-249     , Vietnam Airlines                       , 15:30         , 22:15       , 6h 45m  ,     1,  5313201, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-243     , Vietnam Airlines                       , 06:00         , 22:15       , 16h 15m ,     1,  5418231, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-209     , Vietnam Airlines                       , 09:00         , 22:15       , 13h 15m ,     1,  5469370, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-205     , Vietnam Airlines                       , 05:00         , 22:15       , 17h 15m ,     1,  5469370, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-207     , Vietnam Airlines                       , 07:00         , 22:15       , 15h 15m ,     1,  5526987, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-245     , Vietnam Airlines                       , 08:00         , 22:15       , 14h 15m ,     1,  5648246, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-215     , Vietnam Airlines                       , 15:00         , 22:15       , 7h 15m  ,     1,  5723725, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-253     , Vietnam Airlines                       , 14:00         , 22:15       , 8h 15m  ,     1,  5723725, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-251     , Vietnam Airlines                       , 12:00         , 22:15       , 10h 15m ,     1,  5723725, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-211     , Vietnam Airlines                       , 11:00         , 22:15       , 11h 15m ,     1,  5723725, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-1575    , Vietnam Airlines                       , 12:00         , 08:55       , 20h 55m ,     1,  5740726, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-213     , Vietnam Airlines                       , 13:00         , 22:15       , 9h 15m  ,     1,  5779734, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-615     , Vietnam Airlines                       , 12:40         , 19:35       , 6h 55m  ,     1,  5978360, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VJ-443     , VietJet Air                            , 06:00         , 12:30       , 6h 30m  ,     1,  6026010, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-217     , Vietnam Airlines                       , 17:00         , 22:15       , 29h 15m ,     1,  6032971, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 07:25       , 10h 55m ,     1,  6156160, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-7569    , Vietnam Airlines                       , 12:05         , 20:25       , 8h 20m  ,     1,  6456952, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-1573    , Vietnam Airlines                       , 07:00         , 08:55       , 25h 55m ,     1,  6628367, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 08:20       , 11h 50m ,     1,  7223403, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 09:20       , 12h 50m ,     1,  7223403, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-1553    , Vietnam Airlines                       , 09:55         , 20:25       , 10h 30m ,     1,  7341591, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 22:15       , 25h 45m ,     1,  7520374, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-6025    , Vietnam Airlines                       , 23:00         , 07:25       , 8h 25m  ,     1,  7798511, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-267     , Vietnam Airlines                       , 22:00         , 07:25       , 9h 25m  ,     1,  7798511, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-267     , Vietnam Airlines                       , 22:00         , 09:20       , 11h 20m ,     1,  7798511, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 12:20       , 15h 50m ,     1,  7813797, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 13:20       , 16h 50m ,     1,  7837914, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 10:45       , 14h 15m ,     1,  8111315, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 11:25       , 14h 55m ,     1,  8111315, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 19:35       , 23h 5m  ,     1,  8111315, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-265     , Vietnam Airlines                       , 20:30         , 21:00       , 24h 30m ,     1,  8111315, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-227     , Vietnam Airlines                       , 05:45         , 21:05       , 15h 20m ,     1,  8374168, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-267     , Vietnam Airlines                       , 22:00         , 08:20       , 10h 20m ,     1,  8408833, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-231     , Vietnam Airlines                       , 18:30         , 07:25       , 12h 55m ,     1,  8667864, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-257     , Vietnam Airlines                       , 17:30         , 22:15       , 4h 45m  ,     1,  8961014, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-227     , Vietnam Airlines                       , 05:45         , 18:05       , 12h 20m ,     1,  8961014, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-227     , Vietnam Airlines                       , 05:45         , 22:15       , 16h 30m ,     1,  8961014, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-6025    , Vietnam Airlines                       , 23:00         , 08:20       , 9h 20m  ,     1,  8998954, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-6025    , Vietnam Airlines                       , 23:00         , 09:20       , 10h 20m ,     1,  8998954, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-247     , Vietnam Airlines                       , 10:00         , 21:05       , 11h 5m  ,     1,  8998954, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-7215    , Vietnam Airlines                       , 09:25         , 21:05       , 11h 40m ,     1,  8998954, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-273     , Vietnam Airlines                       , 16:00         , 21:05       , 5h 5m   ,     1,  9254984, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-259     , Vietnam Airlines                       , 18:00         , 07:25       , 13h 25m ,     1,  9254984, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-231     , Vietnam Airlines                       , 18:30         , 08:20       , 13h 50m ,     1,  9254984, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-257     , Vietnam Airlines                       , 17:30         , 07:25       , 13h 55m ,     1,  9254984, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-247     , Vietnam Airlines                       , 10:00         , 18:05       , 8h 5m   ,     1,  9552228, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-7215    , Vietnam Airlines                       , 09:25         , 18:05       , 8h 40m  ,     1,  9552228, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-243     , Vietnam Airlines                       , 06:00         , 18:05       , 12h 5m  ,     1,  9552228, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-205     , Vietnam Airlines                       , 05:00         , 18:05       , 13h 5m  ,     1,  9552228, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-273     , Vietnam Airlines                       , 16:00         , 22:15       , 6h 15m  ,     1,  9845651, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-257     , Vietnam Airlines                       , 17:30         , 08:20       , 14h 50m ,     1,  9845651, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-263     , Vietnam Airlines                       , 20:00         , 07:25       , 11h 25m ,     1, 10139077, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-227     , Vietnam Airlines                       , 05:45         , 10:25       , 4h 40m  ,     1, 10206074, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-209     , Vietnam Airlines                       , 09:00         , 13:40       , 4h 40m  ,     1, 10206074, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-251     , Vietnam Airlines                       , 12:00         , 16:35       , 4h 35m  ,     1, 11100823, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
VN-213     , Vietnam Airlines                       , 13:00         , 17:30       , 4h 30m  ,     1, 12284903, Hà Nội        , Đà Nẵng     , Phổ thông   , 13/11/2025
QH-103     , Bamboo Airways                         , 07:35         , 09:00       , 1h 25m  ,     0,  4261950, Hà Nội        , Đà Nẵng     , Thương gia  , 13/11/2025
VN-7193    , Vietnam Airlines                       , 21:05         , 22:20       , 1h 15m  ,     0,  3181598, Hà Nội        , Đà Nẵng     , Thương gia  , 13/11/2025
